,gp,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,target_5yrs,points_per_minute,total_contribution
1072,82,2.2,5.3,42.0,0.3,1.4,22.5,1.2,1.9,63.4,0.6,1.4,1,0.3172043010752688,11.399999999999999
1073,77,2.9,6.1,47.8,0.0,0.1,18.2,2.5,3.4,75.1,1.6,2.3,1,0.47191011235955055,11.900000000000002
1074,67,3.2,5.8,54.9,0.0,0.1,0.0,0.7,1.0,73.4,0.8,1.9,1,0.4216867469879518,10.7
1075,71,0.8,1.9,42.0,0.0,0.0,0.0,0.6,1.2,48.9,1.6,1.9,1,0.16058394160583944,6.300000000000001
1076,45,1.0,2.8,36.3,0.5,1.5,35.8,0.6,0.9,67.5,0.3,0.9,0,0.23308270676691728,6.199999999999999
1077,74,1.5,4.0,37.2,0.3,0.9,36.5,0.5,0.7,73.1,0.6,0.9,0,0.3140495867768595,5.7
1078,52,0.9,2.3,39.3,0.0,0.2,11.1,0.7,1.0,71.7,1.4,0.8,1,0.22123893805309733,5.9
1079,46,1.1,2.5,42.6,0.0,0.0,0.0,0.5,0.8,63.2,0.5,1.4,0,0.29347826086956524,4.8
1080,47,0.9,3.0,31.4,0.3,0.9,29.5,0.4,0.6,70.4,0.5,1.4,1,0.28260869565217395,5.0
1081,75,4.0,8.7,46.2,0.0,0.0,0.0,1.9,3.1,60.9,2.5,5.7,0,0.32142857142857145,21.5
1082,40,0.9,2.2,39.8,0.0,0.0,0.0,0.5,1.0,46.3,0.8,1.2,0,0.24719101123595508,5.1000000000000005
1083,59,0.9,3.1,30.9,0.3,1.1,28.6,0.4,0.6,66.7,0.1,0.5,0,0.3170731707317074,4.3
1084,53,0.8,1.8,43.9,0.0,0.0,0.0,0.4,0.7,59.5,0.3,0.6,1,0.27027027027027023,3.5
1085,49,1.1,2.9,38.9,0.3,1.0,34.0,0.6,0.8,65.9,0.6,0.9,1,0.4571428571428572,4.8
1086,22,0.6,1.5,40.6,0.0,0.0,0.0,0.4,0.5,66.7,0.5,1.0,0,0.25,2.8000000000000003
1087,50,4.6,12.3,37.4,2.0,6.5,31.0,1.6,2.1,75.2,0.3,2.8,1,0.3545706371191136,20.9
1088,50,6.9,15.3,45.0,0.4,1.3,28.8,4.1,5.4,76.1,1.9,3.8,1,0.5198863636363636,27.400000000000002
1089,50,5.2,12.1,43.0,0.3,1.5,20.3,2.5,3.4,75.1,0.6,2.1,1,0.37499999999999994,21.200000000000003
1090,48,5.9,13.5,43.9,1.8,4.3,41.2,2.9,4.1,71.3,2.4,4.0,1,0.4852941176470588,25.599999999999998
1091,82,3.7,8.6,42.5,0.1,0.5,26.2,1.4,2.6,55.1,1.3,3.0,0,0.2927631578947369,19.099999999999998
1092,50,4.3,9.2,46.5,1.4,3.3,43.3,0.9,1.4,63.9,0.5,1.1,1,0.3493589743589744,13.899999999999999
1093,28,2.4,4.8,50.0,0.0,0.0,0.0,1.5,2.1,71.7,4.0,6.3,1,0.20723684210526316,17.8
1094,41,1.4,3.8,35.7,0.1,0.3,35.7,0.8,1.6,50.7,2.0,3.2,1,0.24342105263157898,9.4
1095,49,3.5,8.3,42.5,1.1,3.0,35.8,1.8,2.2,81.8,0.4,1.8,1,0.33333333333333337,14.500000000000002
1096,50,3.6,8.1,44.9,0.7,1.9,36.5,2.1,2.7,78.2,1.1,2.4,0,0.39147286821705424,15.999999999999998
1097,47,3.8,8.4,45.2,0.1,0.2,30.0,1.9,3.3,58.8,2.8,3.6,1,0.42666666666666664,16.400000000000002
1098,50,3.0,6.4,46.3,0.2,0.5,40.0,2.0,2.9,71.3,1.8,2.5,1,0.3677130044843049,12.6
1099,25,5.2,10.5,49.0,0.2,0.6,25.0,1.8,2.6,69.7,2.0,3.5,0,0.4169491525423729,19.0
1100,50,3.4,8.3,41.1,0.2,1.0,15.4,2.1,3.0,70.9,1.7,2.1,1,0.45959595959595956,14.2
1101,49,2.2,4.1,53.7,0.0,0.0,0.0,0.9,1.6,53.8,1.6,2.1,1,0.33125,10.700000000000001
1102,49,2.6,5.4,46.8,0.0,0.0,0.0,1.1,1.6,67.5,1.3,1.7,1,0.389937106918239,9.8
1103,42,1.7,5.1,32.9,0.1,0.7,16.7,0.6,0.8,75.0,0.2,1.0,0,0.2751677852348993,6.5
1104,28,1.3,2.9,45.0,0.0,0.0,0.0,0.8,1.3,56.8,1.3,2.1,1,0.22602739726027396,7.8
1105,24,1.8,5.0,36.1,1.0,2.6,40.3,0.6,0.7,82.4,0.3,1.6,1,0.36363636363636365,8.600000000000001
1106,39,2.2,4.4,50.0,0.2,0.5,38.9,1.0,1.4,71.4,0.7,1.3,1,0.40579710144927533,7.799999999999999
1107,67,2.6,7.1,36.7,1.4,4.1,33.5,1.2,1.9,64.6,0.9,2.4,0,0.28888888888888886,14.7
1108,34,1.4,3.8,36.4,0.5,1.4,32.7,0.2,0.2,100.0,0.1,0.9,1,0.2692307692307692,5.3999999999999995
1109,26,2.2,2.9,73.7,0.0,0.0,0.0,0.8,1.6,50.0,1.0,2.0,1,0.4015748031496063,9.1
1110,38,2.1,3.6,56.5,0.0,0.1,50.0,2.1,2.7,79.4,0.9,2.2,1,0.5121951219512195,9.899999999999999
1111,46,1.8,4.3,40.5,0.0,0.3,16.7,1.0,1.3,76.3,0.9,1.0,1,0.37190082644628103,7.199999999999998
1112,30,1.2,3.2,36.5,0.1,0.2,40.0,0.8,1.5,55.6,0.7,0.9,0,0.29090909090909095,5.300000000000001
1113,31,1.4,3.8,37.6,0.1,0.5,21.4,0.9,1.3,67.5,0.5,0.8,0,0.3689320388349514,5.299999999999999
1114,34,1.8,4.8,38.0,0.0,0.3,10.0,1.1,1.3,82.2,0.4,1.1,0,0.47058823529411764,6.1
1115,22,1.4,3.6,38.0,0.1,0.8,16.7,0.1,0.1,66.7,0.3,0.5,1,0.3,4.699999999999999
1116,27,1.3,3.2,39.5,0.0,0.2,20.0,0.3,0.5,69.2,0.9,1.1,0,0.31521739130434784,5.3999999999999995
1117,24,0.6,2.1,29.4,0.3,1.0,26.1,0.6,0.8,75.0,0.1,0.8,0,0.24705882352941178,3.5
1118,59,4.5,10.1,44.8,0.6,2.1,31.4,2.2,2.7,82.9,0.9,2.3,0,0.47600000000000003,18.099999999999998
1119,35,1.2,2.8,44.3,0.0,0.1,0.0,0.8,1.0,77.8,0.9,1.0,0,0.4074074074074074,5.7
1120,33,1.0,2.7,37.1,0.1,0.3,30.0,0.3,0.4,78.6,0.2,0.5,0,0.3333333333333333,3.3999999999999995
1121,24,0.9,2.1,41.2,0.0,0.3,16.7,0.9,1.3,71.0,0.7,0.5,1,0.45,3.8999999999999995
1122,26,0.6,1.6,35.7,0.0,0.0,0.0,0.5,0.8,57.1,0.7,0.7,1,0.3404255319148936,2.9000000000000004
1123,62,7.2,16.9,42.6,1.1,3.6,30.8,4.2,4.9,84.6,2.3,4.3,1,0.5253333333333333,26.799999999999994
1124,80,6.4,14.3,45.0,0.0,0.4,10.7,2.4,2.8,83.9,1.4,2.1,1,0.45945945945945954,21.2
1125,80,3.3,7.4,44.1,0.0,0.1,0.0,2.5,3.1,80.1,0.8,2.3,1,0.2903225806451613,20.7
1126,82,4.2,8.8,48.0,0.0,0.0,0.0,1.7,2.3,71.6,0.9,3.1,1,0.3279220779220779,15.900000000000002
1127,82,4.2,8.8,48.0,0.0,0.0,0.0,1.7,2.3,71.6,0.9,3.1,0,0.3279220779220779,15.900000000000002
1128,68,4.6,11.6,39.2,0.3,1.2,25.9,2.2,2.7,81.4,1.1,3.3,1,0.38666666666666666,19.7
1129,77,3.7,8.8,42.2,0.7,2.2,34.1,1.9,2.3,84.2,0.4,2.4,0,0.4089068825910931,14.8
1130,77,2.9,7.9,37.1,0.5,1.7,32.8,1.0,1.4,72.7,0.7,1.6,1,0.25510204081632654,13.3
1131,66,3.6,8.9,40.8,0.3,1.3,20.2,4.2,4.8,87.3,0.8,2.0,1,0.41935483870967744,17.5
1132,80,3.5,9.4,37.4,1.3,4.1,32.9,2.8,3.3,85.0,0.8,1.6,1,0.4043321299638989,16.700000000000003
1133,74,3.1,7.4,41.6,0.1,0.7,21.2,1.5,2.3,65.9,0.3,1.6,1,0.29545454545454547,12.799999999999997
1134,66,3.0,7.5,40.4,0.7,2.1,32.1,1.0,1.3,78.3,0.7,1.2,0,0.33047210300429186,10.9
1135,65,3.6,8.1,44.6,0.0,0.2,21.4,1.1,1.6,70.2,2.1,3.3,1,0.3620689655172414,15.100000000000001
1136,77,4.0,8.9,44.7,0.8,2.2,36.3,2.2,3.0,74.0,1.4,2.4,1,0.47619047619047616,15.299999999999997
1137,80,3.5,7.6,45.2,0.0,0.0,33.3,3.3,4.2,77.6,2.3,3.3,1,0.4513274336283185,15.799999999999997
1138,71,4.5,9.5,47.6,0.0,0.0,0.0,2.4,3.4,70.9,1.7,2.5,1,0.539906103286385,16.0
1139,52,3.7,7.5,49.0,0.0,0.1,14.3,2.1,3.1,67.9,1.5,3.0,1,0.4523809523809524,14.700000000000001
1140,54,2.3,5.2,44.3,0.2,0.5,32.1,1.2,1.7,72.2,0.4,1.1,1,0.30303030303030304,9.1
1141,58,1.9,5.3,36.7,0.0,0.1,25.0,1.9,3.1,61.7,0.5,0.7,0,0.31521739130434784,8.5
1142,64,2.8,6.2,45.0,0.2,0.6,34.1,1.2,1.7,71.2,1.6,2.6,1,0.3804347826086957,13.4
1143,38,1.3,3.7,34.8,0.6,1.6,36.1,1.1,1.6,67.7,0.4,1.1,1,0.2621951219512195,7.799999999999999
1144,38,2.4,5.8,40.7,0.8,2.0,37.7,0.9,1.5,62.1,0.7,1.7,0,0.460431654676259,9.1
1145,74,1.3,3.1,42.8,0.0,0.0,0.0,1.2,1.7,68.8,1.2,2.2,1,0.27941176470588236,8.6
1146,34,2.6,6.0,43.9,1.0,2.4,39.8,0.1,0.2,57.1,0.5,3.1,0,0.3033175355450237,11.3
1147,32,2.8,6.9,41.4,0.0,0.3,11.1,0.9,1.4,65.2,1.5,3.6,0,0.29004329004329005,12.200000000000001
1148,58,1.6,3.6,44.9,0.0,0.0,0.0,0.8,1.3,59.7,1.1,1.8,0,0.3125,8.100000000000001
1149,35,1.1,2.8,37.8,0.0,0.0,0.0,1.4,2.0,70.0,0.3,0.9,1,0.2845528455284553,5.6000000000000005
1150,39,1.2,3.0,41.4,0.0,0.2,16.7,0.8,1.1,72.1,0.6,1.2,0,0.32673267326732675,5.6000000000000005
1151,54,1.0,2.1,48.7,0.0,0.0,0.0,0.8,1.0,75.9,0.9,1.1,1,0.2828282828282828,4.9
1152,39,1.4,3.1,47.1,0.0,0.0,0.0,0.6,1.2,52.2,1.4,1.0,0,0.3723404255319149,6.2
1153,45,1.0,2.7,36.1,0.1,0.2,37.5,1.1,1.5,70.6,0.1,0.8,1,0.3333333333333333,4.800000000000001
1154,38,0.6,1.8,32.9,0.1,0.4,28.6,0.1,0.2,42.9,0.2,0.4,0,0.1818181818181818,3.2
1155,40,1.2,2.8,41.8,0.0,0.1,33.3,1.4,1.7,83.8,0.5,0.5,1,0.5937499999999999,5.0
1156,37,0.7,1.7,39.7,0.2,0.8,32.1,0.4,0.5,65.0,0.2,0.5,1,0.3584905660377358,3.1999999999999997
1157,76,8.2,19.8,41.6,2.0,6.0,34.1,5.0,7.2,70.2,1.5,2.6,1,0.5860349127182045,33.1
1158,82,6.2,14.5,42.6,1.9,5.1,37.7,2.1,2.8,77.1,1.3,2.6,1,0.4468664850136239,23.999999999999993
1159,82,7.0,16.5,42.5,0.6,1.9,32.7,2.8,4.5,63.1,3.5,5.5,1,0.48342541436464087,28.9
1160,80,6.9,15.2,45.3,0.1,0.3,25.9,4.8,6.5,74.6,2.7,4.2,1,0.5342857142857143,27.0
1161,67,5.3,13.0,40.8,1.5,4.3,35.4,3.7,5.0,72.7,0.8,1.9,1,0.4553314121037464,24.5
1162,82,4.8,11.1,43.0,1.4,3.6,39.3,2.5,3.0,82.3,1.2,2.8,1,0.4336569579288026,19.2
1163,63,6.0,12.3,48.2,0.0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,1,0.49169435215946844,23.700000000000003
1164,82,3.3,7.5,44.1,1.9,4.6,40.4,0.9,1.1,76.3,0.2,1.7,1,0.3230240549828179,14.600000000000001
1165,77,3.1,6.4,48.1,0.0,0.1,25.0,1.1,1.9,58.7,2.7,3.4,1,0.29083665338645415,14.399999999999999
1166,62,2.8,7.0,39.6,0.7,2.4,28.7,1.6,2.1,75.2,1.0,2.2,0,0.3623853211009174,12.4
1167,68,3.3,5.7,57.3,0.0,0.0,0.0,1.4,2.0,69.6,2.2,5.1,1,0.32653061224489793,17.4
1168,41,1.7,4.4,37.9,0.8,2.2,38.2,0.4,0.6,61.5,0.6,1.2,0,0.2771084337349397,7.999999999999999
1169,65,2.3,4.9,46.2,0.4,0.7,51.1,1.0,1.5,68.7,0.8,2.0,1,0.35975609756097565,8.9
1170,71,2.0,3.9,50.9,0.0,0.0,0.0,0.9,1.4,62.0,1.8,2.7,1,0.29447852760736193,10.300000000000002
1171,71,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1,0.49032258064516127,10.200000000000001
1172,64,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1.0,64.6,0.5,1.0,1,0.2549019607843137,7.0
1173,57,2.0,3.6,54.9,0.0,0.1,0.0,0.9,1.4,60.5,1.3,2.2,1,0.31788079470198677,8.200000000000001
1174,72,1.8,4.7,39.0,0.0,0.0,100.0,1.5,2.3,63.7,1.3,2.8,1,0.3493150684931507,9.9
1175,50,3.1,7.5,41.4,1.2,3.4,36.5,1.2,1.6,76.3,0.2,2.2,0,0.40845070422535207,12.599999999999998
1176,61,2.0,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1,0.3802816901408451,8.2
1177,43,1.9,4.3,44.4,0.0,0.0,0.0,1.1,1.7,64.9,1.1,2.3,1,0.35714285714285715,8.700000000000001
1178,75,1.5,3.5,42.9,0.0,0.0,0.0,1.0,1.5,69.1,1.4,1.9,1,0.3228346456692913,7.3999999999999995
1179,68,1.8,3.5,51.7,0.0,0.1,50.0,1.2,1.6,71.8,0.8,1.5,1,0.41379310344827586,7.199999999999999
1180,80,1.3,3.3,39.7,0.3,0.9,30.1,1.0,1.5,65.8,0.3,0.9,1,0.3391304347826087,6.299999999999999
1181,57,1.3,3.2,41.7,0.0,0.1,20.0,0.5,0.8,56.5,1.1,1.7,0,0.2980769230769231,6.499999999999999
1182,45,1.5,3.4,45.1,0.0,0.0,0.0,1.0,1.7,60.3,0.9,1.9,1,0.4019607843137255,7.1
1183,54,1.1,2.4,47.7,0.0,0.0,0.0,0.7,1.1,61.3,1.3,1.7,1,0.30927835051546393,6.6
1184,70,0.8,1.7,44.6,0.0,0.0,0.0,0.6,0.9,73.8,0.8,1.6,0,0.23157894736842108,4.9
1185,65,1.9,5.4,35.2,0.8,2.4,31.4,1.8,3.0,59.1,0.8,2.3,0,0.2971698113207547,10.899999999999999
1186,36,0.9,1.7,53.2,0.0,0.0,0.0,0.5,1.0,48.6,0.8,0.8,1,0.2613636363636363,4.2
1187,35,0.9,1.6,52.6,0.0,0.1,0.0,0.5,0.8,55.2,0.5,1.2,0,0.28571428571428575,3.9
1188,35,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,1,0.32727272727272727,2.9
1189,35,1.4,2.5,55.1,0.0,0.0,0.0,0.4,0.7,56.5,0.5,0.8,0,0.627450980392157,3.9
1190,70,6.9,16.1,42.6,1.9,4.8,39.5,3.4,4.2,79.7,0.8,3.2,1,0.4645476772616137,30.199999999999992
1191,82,5.7,11.9,47.6,0.7,2.3,32.8,3.0,3.9,74.9,1.7,2.9,1,0.3826530612244898,22.9
1192,72,6.3,15.2,41.4,1.3,4.1,31.8,5.4,7.2,74.7,1.3,2.4,1,0.512,25.5
1193,82,5.7,12.5,45.8,0.1,0.3,35.7,3.7,4.8,77.3,3.7,5.1,1,0.44476744186046513,25.900000000000002
1194,77,5.2,11.4,45.7,0.0,0.0,0.0,2.8,3.9,73.2,2.3,5.1,1,0.41692789968652044,21.400000000000002
1195,80,3.8,9.3,41.2,0.7,1.8,36.8,2.5,3.2,78.2,0.8,1.7,0,0.34838709677419355,18.1
1196,76,5.6,11.6,48.5,0.0,0.1,0.0,2.2,3.2,68.3,3.0,4.5,1,0.44666666666666666,22.099999999999998
1197,80,4.5,9.2,49.1,0.1,0.4,28.6,1.3,1.9,70.5,2.2,4.1,1,0.3623693379790941,19.800000000000004
1198,65,4.2,8.7,48.7,0.4,1.3,32.9,1.2,1.8,65.0,1.4,3.2,1,0.36727272727272725,16.0
1199,79,3.6,7.6,47.4,1.6,3.7,41.6,1.4,1.7,81.0,0.5,1.6,1,0.42083333333333334,15.100000000000001
1200,64,3.8,8.5,44.1,0.0,0.2,30.0,3.1,4.7,67.1,1.4,2.0,1,0.4652173913043478,14.899999999999997
1201,74,3.7,7.4,50.1,0.0,0.0,0.0,1.6,2.4,66.3,1.6,4.3,1,0.4017857142857143,15.3
1202,54,2.2,4.7,48.0,0.0,0.0,0.0,1.8,2.8,65.1,2.1,3.5,0,0.3088235294117647,11.999999999999998
1203,79,2.4,5.5,44.2,0.0,0.0,0.0,1.5,2.5,59.5,2.1,2.4,1,0.35754189944134085,11.5
1204,69,3.2,6.2,51.3,0.0,0.1,0.0,1.1,2.0,55.3,1.2,2.2,1,0.42372881355932207,10.899999999999999
1205,72,2.0,4.6,43.9,0.0,0.2,27.3,1.0,1.4,68.6,1.6,2.8,0,0.28409090909090906,10.000000000000002
1206,75,1.7,3.1,55.7,0.0,0.0,0.0,1.1,1.6,70.8,1.5,2.5,1,0.25862068965517243,9.699999999999998
1207,42,1.8,4.5,40.2,0.8,2.0,39.8,1.1,1.4,76.7,0.2,0.8,1,0.3716216216216216,8.1
1208,79,1.9,4.6,41.1,0.3,1.0,34.6,1.3,1.8,70.2,0.4,1.3,1,0.363013698630137,9.4
1209,69,1.5,2.7,56.7,0.0,0.0,0.0,0.7,1.1,66.2,1.1,1.8,1,0.2638888888888889,7.6
1210,62,1.8,4.1,43.1,0.1,0.5,14.7,0.9,1.2,70.1,0.7,1.1,0,0.32142857142857145,7.199999999999999
1211,62,1.8,4.7,38.7,0.7,2.0,34.4,0.6,0.7,83.3,0.5,0.7,0,0.3602941176470589,7.1000000000000005
1212,51,1.7,4.5,38.2,0.8,2.3,36.4,0.9,1.1,78.6,0.3,1.9,0,0.25757575757575757,9.100000000000001
1213,64,1.6,3.9,40.9,0.1,0.4,26.9,0.6,1.0,66.1,1.0,2.3,1,0.2867647058823529,8.2
1214,44,2.5,5.6,45.3,0.4,1.3,32.7,1.1,1.7,65.3,0.8,0.6,0,0.5076923076923077,8.999999999999998
1215,57,1.5,3.2,47.3,0.0,0.0,0.0,0.6,0.9,66.7,1.0,2.1,1,0.3103448275862069,7.6
1216,53,2.4,5.1,46.6,0.0,0.1,0.0,0.9,1.6,56.0,1.1,1.1,1,0.4869565217391304,7.1999999999999975
1217,36,0.9,2.8,33.0,0.3,0.8,31.0,0.9,1.3,67.4,0.3,1.0,0,0.2566371681415929,4.8999999999999995
1218,60,1.5,3.6,41.5,0.2,0.7,26.2,0.8,1.0,81.7,0.5,1.3,1,0.4081632653061224,6.0
1219,59,1.2,2.8,42.3,0.1,0.4,32.0,1.3,1.5,83.3,0.2,0.6,1,0.3814432989690722,5.299999999999999
1220,57,1.2,2.8,43.8,0.0,0.0,0.0,0.7,1.2,58.8,0.9,1.1,1,0.33333333333333337,5.0
1221,47,1.7,5.1,34.0,0.6,1.9,31.1,1.2,1.8,67.4,0.6,2.6,0,0.26903553299492383,9.799999999999999
1222,43,1.0,2.3,42.0,0.0,0.2,20.0,0.7,1.1,59.2,0.2,0.8,1,0.30000000000000004,5.2
1223,41,0.9,2.6,34.3,0.2,0.8,30.3,0.6,0.9,72.2,0.1,0.5,0,0.2954545454545454,4.2
1224,61,1.0,2.8,37.6,0.0,0.0,0.0,1.0,1.5,65.6,0.7,1.0,0,0.3827160493827161,4.9
1225,49,0.7,1.8,35.6,0.0,0.2,22.2,0.5,0.7,75.0,0.6,1.0,0,0.2368421052631579,3.8000000000000007
1226,53,1.0,2.3,45.0,0.0,0.0,0.0,0.4,0.8,56.1,0.7,0.8,0,0.35714285714285715,4.1
1227,33,0.5,1.2,39.0,0.0,0.0,0.0,0.2,0.2,62.5,0.3,0.5,0,0.23913043478260873,2.1
1228,70,7.3,15.2,47.7,0.1,0.4,14.8,5.3,7.3,73.2,1.8,4.6,1,0.5195822454308094,31.099999999999994
1229,80,8.0,17.6,45.1,1.1,3.4,32.1,5.0,6.2,79.6,2.1,4.3,0,0.5918918918918918,28.599999999999994
1230,80,8.0,17.6,45.1,1.1,3.4,32.1,5.0,6.2,79.6,2.1,4.3,1,0.5918918918918918,28.599999999999994
1231,65,7.0,14.3,48.9,0.0,0.1,0.0,3.0,4.5,66.4,2.8,5.6,1,0.4709141274238227,26.4
1232,63,2.5,4.3,57.5,0.0,0.0,0.0,1.0,1.9,55.1,2.3,3.6,0,0.3157894736842105,12.4
1233,79,4.2,10.8,38.5,0.9,3.3,27.2,2.4,3.5,69.8,1.9,3.5,1,0.34615384615384615,23.8
1234,81,5.4,13.5,40.2,0.8,2.7,29.8,2.5,3.3,75.4,1.6,2.7,1,0.4462025316455696,19.7
1235,64,5.3,11.6,46.0,1.4,3.8,37.0,1.9,2.6,72.2,1.2,2.7,1,0.45161290322580644,21.3
1236,78,3.9,7.4,53.4,0.0,0.0,0.0,2.1,3.4,63.5,2.5,4.7,1,0.3367003367003367,17.6
1237,72,4.8,12.2,39.4,1.0,3.4,28.4,2.0,3.1,66.2,1.9,3.7,1,0.43448275862068964,19.9
1238,80,5.2,10.1,51.1,0.0,0.1,25.0,2.9,4.5,63.6,2.6,4.9,1,0.4615384615384615,21.9
1239,79,4.6,9.8,46.5,0.0,0.1,0.0,2.3,3.6,64.5,2.4,3.6,0,0.4401544401544402,17.900000000000002
1240,78,4.0,8.2,48.4,1.5,3.4,43.6,1.0,1.3,79.2,0.9,1.7,1,0.4502164502164502,14.200000000000001
1241,66,2.9,5.9,48.5,0.0,0.1,28.6,1.0,2.3,44.7,3.0,4.3,0,0.30088495575221236,14.599999999999998
1242,81,2.8,6.2,45.4,0.4,1.4,31.6,2.1,2.9,73.9,0.7,2.0,1,0.36936936936936937,14.8
1243,32,2.2,5.2,41.9,0.6,1.5,37.5,1.0,1.5,68.1,0.4,2.1,0,0.31382978723404253,10.100000000000001
1244,67,3.1,6.9,44.3,1.0,2.6,39.2,2.1,2.9,71.4,0.8,2.0,1,0.4220183486238532,15.500000000000004
1245,53,2.0,5.3,38.0,0.8,2.4,32.8,1.0,1.4,75.3,0.3,1.0,1,0.30051813471502586,10.7
1246,45,2.6,5.8,44.4,0.2,0.6,39.3,1.1,1.6,68.5,0.8,2.1,1,0.3532608695652174,11.700000000000001
1247,37,2.9,6.0,47.5,0.1,0.4,21.4,1.5,2.4,64.8,0.6,1.3,0,0.40659340659340665,11.3
1248,64,1.9,4.0,46.5,0.0,0.1,0.0,0.9,1.9,49.2,1.5,1.9,0,0.2919254658385093,8.999999999999998
1249,62,1.5,3.4,45.7,0.0,0.0,0.0,0.8,1.3,61.4,0.7,2.0,0,0.24683544303797467,7.6999999999999975
1250,63,2.5,4.8,51.5,0.0,0.2,16.7,1.0,1.2,83.3,0.8,1.4,1,0.4,9.3
1251,81,2.5,5.6,44.1,0.9,2.4,37.4,1.1,1.4,78.3,0.8,0.9,1,0.4697986577181208,9.499999999999998
1252,55,1.3,3.4,38.1,0.3,0.9,31.4,0.6,0.9,70.0,0.2,0.9,0,0.2380952380952381,6.7
1253,46,1.7,2.9,59.1,0.0,0.0,100.0,0.5,1.0,48.9,1.2,2.1,0,0.3046875,8.0
1254,41,1.5,3.2,45.1,0.0,0.2,0.0,0.4,0.9,44.7,1.0,1.4,1,0.26829268292682923,6.499999999999999
1255,46,1.5,2.9,53.0,0.0,0.1,40.0,1.0,1.7,61.8,1.5,1.8,1,0.3565217391304348,7.8999999999999995
1256,49,0.8,2.5,32.8,0.2,0.8,24.3,0.6,0.8,77.5,0.2,0.7,1,0.21238938053097342,4.8
1257,53,1.1,2.5,43.3,0.0,0.0,0.0,0.5,0.7,75.0,1.0,1.3,1,0.2410714285714286,5.800000000000001
1258,60,1.3,2.5,50.0,0.1,0.3,26.3,0.6,0.9,67.9,0.3,1.0,0,0.29464285714285715,5.5
1259,58,1.7,4.3,38.4,0.4,1.3,30.1,0.9,1.3,64.9,0.6,0.5,0,0.43396226415094336,6.099999999999999
1260,59,1.3,3.1,42.4,0.0,0.0,0.0,0.8,1.2,69.4,1.0,1.5,1,0.35353535353535354,6.199999999999999
1261,55,0.6,1.3,47.9,0.0,0.0,0.0,0.5,0.7,68.3,0.7,1.2,1,0.1752577319587629,4.8
1262,41,1.2,3.1,38.8,0.2,0.6,36.0,1.4,2.1,68.2,0.5,0.9,0,0.4270833333333333,5.9
1263,46,1.5,2.6,56.2,0.0,0.1,33.3,0.3,0.8,41.0,0.3,0.8,0,0.358695652173913,5.0
1264,42,1.1,2.9,37.2,0.1,0.6,24.0,0.8,1.2,65.3,0.4,0.4,0,0.3703703703703704,4.199999999999999
1265,49,1.7,4.0,42.6,0.8,2.0,38.4,0.6,0.8,71.1,0.2,0.3,0,0.7384615384615384,5.6
1266,38,1.2,3.0,39.5,0.5,1.5,31.0,0.2,0.3,66.7,0.2,0.4,0,0.47692307692307695,4.5
1267,82,6.2,13.3,46.6,0.6,2.3,26.7,3.0,4.0,74.2,2.3,3.0,1,0.4347826086956522,27.3
1268,79,7.1,17.5,40.6,1.1,3.8,28.4,3.9,5.5,69.9,1.4,3.1,1,0.5231607629427792,25.299999999999997
1269,81,5.1,13.0,39.4,1.5,4.5,33.8,1.9,2.4,78.1,0.6,2.4,1,0.4084084084084084,21.700000000000003
1270,76,7.5,13.6,55.2,0.0,0.2,0.0,2.5,4.7,53.2,4.0,5.1,1,0.5451713395638629,30.900000000000002
1271,47,2.0,4.4,44.7,0.3,1.0,27.1,0.9,1.3,72.1,1.0,2.6,0,0.3058823529411765,9.7
1272,82,5.3,10.6,50.1,0.0,0.1,20.0,2.9,5.0,56.9,3.4,4.2,1,0.4326923076923077,23.2
1273,79,6.6,14.1,46.8,0.7,1.9,36.0,2.7,3.4,81.1,1.5,2.5,1,0.542483660130719,21.400000000000002
1274,82,4.1,10.9,37.5,0.8,2.5,33.3,1.3,1.7,73.2,0.6,1.7,1,0.3886792452830189,16.800000000000004
1275,79,3.6,8.6,41.9,0.5,1.5,31.1,1.7,2.2,77.8,1.7,3.4,1,0.3671875,16.3
1276,71,4.1,8.1,50.8,0.0,0.1,0.0,1.4,2.3,59.6,3.1,2.7,1,0.3870967741935484,17.399999999999995
1277,79,2.1,5.1,41.5,0.0,0.1,16.7,1.5,1.9,75.7,2.4,3.9,1,0.23076923076923078,14.299999999999999
1278,65,5.0,10.7,47.0,0.0,0.4,4.3,1.9,2.5,77.0,1.4,1.6,1,0.4858299595141701,16.200000000000003
1279,37,2.6,4.5,58.7,0.0,0.1,0.0,1.6,2.8,59.2,2.2,3.5,1,0.2936170212765958,14.8
1280,81,2.4,5.0,47.9,0.0,0.0,0.0,1.0,1.3,72.9,3.7,3.8,1,0.2648401826484018,14.500000000000002
1281,81,2.7,5.2,50.8,0.0,0.0,0.0,2.4,3.7,64.2,2.3,3.9,1,0.3598130841121496,14.899999999999999
1282,79,3.4,8.5,40.5,0.4,1.5,29.9,1.1,1.4,82.4,0.2,1.3,1,0.44270833333333337,10.6
